"power-contactor-ac-3-32-a-15-kw-400-v-1-no-1-nc-230-v-ac-50-3rt2027-2ap00","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC, 50- 3RT2027-2AP00","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC, 50 Hz 3-pole, size S0 Spring-type terminals Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AP00_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC, 50 Hz 3-pole, size S0 Spring-type terminals motor - 3RT2027-2AP00<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1","AC3, AC4, Automation Technology, boiler contactor, contact block, Contactor, Contactor assemblies, Contactor assembly, Contactor Circuit, contactor combination, contactor module, contactor switch, Coupling relay, Durable, Heater, heating contactor, High Switching Frequency, Inching Mode, Industrial automation, industrial controls, Line contactor, load contactor, Long Operating Life, low-voltage controls, Motor Contactor, Power contactor, Power relay, Reverse, Safe Switchting, Siemens, SIRIUS, SUVA-Contactor, switchgear, Switchgear assemblies, Switching devices, switching module, Switchting Module, Ulitization Category",1,"Title","Default Title",459,"shopify",45000,"continue","manual",120,1,1,1,,0,"g",,,,,,"3RT2027-2AP00","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92879P.png","Shop All;Relay & Switch/Contactor & Relay"
"power-contactor-ac-3-32-a-15-kw-400-v-2-no-2-nc-220-v-ac-50-60-3rt2027-2an24","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 220 V AC 50/60- 3RT2027-2AN24","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 220 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Removable auxiliary switch Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AN24_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 220 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Removable auxiliary switch motor - 3RT2027-2AN24<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",510,"shopify",45000,"continue","manual",135,1,1,1,,0,"g",,,,,,"3RT2027-2AN24","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92882P.png","Shop All;Relay & Switch/Contactor & Relay"
"power-contactor-ac-3-32-a-15-kw-400-v-1-no-1-nc-220-v-ac-50-60-3rt2027-2an20","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 220 V AC 50/60- 3RT2027-2AN20","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 220 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AN20_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 220 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals motor - 3RT2027-2AN20<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",460,"shopify",45000,"continue","manual",120,1,1,1,,0,"g",,,,,,"3RT2027-2AN20","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92879P.png","Shop All;Relay & Switch/Contactor & Relay"
"power-contactor-ac-3-32-a-15-kw-400-v-2-no-2-nc-230-v-ac-3rt2027-2al24-3ma0","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC- 3RT2027-2AL24-3MA0","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Perm. mounted auxiliary switch for SUVA applications Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AL243MA0_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Perm. mounted auxiliary switch for SUV motor - 3RT2027-2AL24-3MA0<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2","AC3, AC4, Automation Technology, contact block, Contactor, Contactor assemblies, Contactor assembly, Contactor Circuit, contactor combination, Contactor for sepcial Requierments, contactor module, contactor switch, DB Contactor, DIN EN 60077, Durable, EN 60077, Extended Operating Range, Extended Temperature Range, High Switching Frequency, Inching Mode, Industrial automation, industrial controls, load contactor, Long Operating Life, low-voltage controls, Motor Contactor, railway application, Railway Standard, Reverse, Safe Switchting, Shock Load Vibration, Siemens, SIRIUS, Special Applications, switchgear, Switchgear assemblies, Switching devices, switching module, Switchting Module, Traction Contactor, Ulitization Category, vibration-resisten",1,"Title","Default Title",518,"shopify",45000,"continue","manual",138,1,1,1,,0,"g",,,,,,"3RT2027-2AL24-3MA0","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_00960P.png","Shop All;Relay & Switch/Contactor & Relay"
"power-contactor-ac-3-32-a-15-kw-400-v-2-no-2-nc-230-v-ac-50-60-3rt2027-2al24","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC 50/60- 3RT2027-2AL24","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Removable auxiliary switch Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AL24_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Removable auxiliary switch motor - 3RT2027-2AL24<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 2 NO + 2","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",507,"shopify",45000,"continue","manual",135,1,1,1,,0,"g",,,,,,"3RT2027-2AL24","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92882P.png","Shop All;Relay & Switch/Contactor & Relay"
"power-contactor-ac-3-32-a-15-kw-400-v-1-no-1-nc-230-v-ac-50-60-3rt2027-2al20","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC 50/60- 3RT2027-2AL20","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AL20_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1 NC, 230 V AC 50/60 Hz, 3-pole Size S0, Spring-type terminals motor - 3RT2027-2AL20<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Power contactor, AC-3 32 A, 15 kW / 400 V 1 NO + 1","AC3, AC4, Automation Technology, boiler contactor, contact block, Contactor, Contactor assemblies, Contactor assembly, Contactor Circuit, contactor combination, contactor module, contactor switch, Coupling relay, Durable, Heater, heating contactor, High Switching Frequency, Inching Mode, Industrial automation, industrial controls, Line contactor, load contactor, Long Operating Life, low-voltage controls, Motor Contactor, Power contactor, Power relay, Reverse, Safe Switchting, Siemens, SIRIUS, SUVA-Contactor, switchgear, Switchgear assemblies, Switching devices, switching module, Switchting Module, Ulitization Category",1,"Title","Default Title",435,"shopify",45000,"continue","manual",120,1,1,1,,0,"g",,,,,,"3RT2027-2AL20","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92879P.png","Shop All;Relay & Switch/Contactor & Relay"
"contactor-ac-3-15-kw-400-v-1-no-1-nc-110-v-ac-50-hz-120-v-3rt2027-2ak60","Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 Hz, 120 V,- 3RT2027-2AK60","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 Hz, 120 V, 60 Hz, 3-pole, Size S0, Spring-type terminal Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AK60_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 Hz, 120 V, 60 Hz, 3-pole, Size S0, Spring-type terminal motor - 3RT2027-2AK60<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",463,"shopify",45000,"continue","manual",120,1,1,1,,0,"g",,,,,,"3RT2027-2AK60","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92879P.png","Shop All;Relay & Switch/Contactor & Relay"
"contactor-ac-3-15-kw-400-v-2-no-2-nc-110-v-ac-50-60-hz-3rt2027-2ag24","Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 / 60 Hz,- 3RT2027-2AG24","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 / 60 Hz, 3-pole, Size S0, Spring-type terminal Removable auxiliary switch Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AG24_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 / 60 Hz, 3-pole, Size S0, Spring-type terminal Removable auxiliary switch motor - 3RT2027-2AG24<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",509,"shopify",45000,"continue","manual",135,1,1,1,,0,"g",,,,,,"3RT2027-2AG24","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92882P.png","Shop All;Relay & Switch/Contactor & Relay"
"contactor-ac-3-15-kw-400-v-1-no-1-nc-110-v-ac-50-60-hz-3rt2027-2ag20","Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 / 60 Hz,- 3RT2027-2AG20","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 / 60 Hz, 3-pole, Size S0, Spring-type terminal Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AG20_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V AC, 50 / 60 Hz, 3-pole, Size S0, Spring-type terminal motor - 3RT2027-2AG20<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Contactor, AC-3, 15 kW / 400 V, 1 NO + 1 NC, 110 V","AC-switching, Contactor, Magnet contactor, Mini contactor, Power contactor, Power relay, Relay, Star-delta contactor, Switch module",1,"Title","Default Title",461,"shopify",45000,"continue","manual",120,1,1,1,,0,"g",,,,,,"3RT2027-2AG20","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92879P.png","Shop All;Relay & Switch/Contactor & Relay"
"contactor-ac-3-15-kw-400-v-2-no-2-nc-110-v-ac-50-hz-3-pole-3rt2027-2af04","Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 Hz, 3-pole,- 3RT2027-2AF04","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 Hz, 3-pole, Size S0 Spring-type terminal Removable auxiliary switch Power contactor SIRIUS 3RT2 for switching motors.
The 3RT2 contactors are part of the modular SIRIUS system with its optimally coordinated products. They offer convincing performance from a compact design with high contact reliability. They can be combined with a variety of other components in the load feeder. Many of the device combinations have been factory tested. The contactors offer the best connection to the automation level for every application (parallel, via ASi or IO-Link): Integrated auxiliary switches reduce the complexity of your design. The front-panel terminals simplify the wiring. The 3RT2 contactors are climate-resistant, approved for worldwide use (e.g. IEC and UL/CSA) and are IE3/IE4-ready.
They are available in various sizes and in a wide performance range with AC and DC operation. In addition to screw terminals, all the devices are also available with spring-type terminals for fast, maintenance-free and vibration-proof connection.
The comprehensive range of accessories, such as auxiliary switches, auxiliary releases etc. is standardized for all sizes. The available link modules, function modules and the SIRIUS 3RV29 infeed system considerably reduce the wiring expense.
The 3RT2 power contactors replace the well-proven 3RT1 series (up to 55 kW).
Simple, efficient and always up to date - SIRIUS modular system.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3RT20272AF04_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V AC, 50 Hz, 3-pole, Size S0 Spring-type terminal Removable auxiliary switch motor - 3RT2027-2AF04<strong><span></span> Datasheet</strong></a><ul></ul>","Siemens","Contactor, AC-3, 15 kW / 400 V, 2 NO + 2 NC, 110 V","AC3, AC4, Automation Technology, contact block, Contactor, Contactor assemblies, Contactor assembly, Contactor Circuit, contactor combination, Contactor for sepcial Requierments, contactor module, contactor switch, DB Contactor, DIN EN 60077, Durable, EN 60077, Extended Operating Range, Extended Temperature Range, High Switching Frequency, Inching Mode, Industrial automation, industrial controls, load contactor, Long Operating Life, low-voltage controls, Motor Contactor, railway application, Railway Standard, Reverse, Safe Switchting, Shock Load Vibration, Siemens, SIRIUS, Special Applications, switchgear, Switchgear assemblies, Switching devices, switching module, Switchting Module, Traction Contactor, Ulitization Category, vibration-resisten",1,"Title","Default Title",511,"shopify",45000,"continue","manual",135,1,1,1,,0,"g",,,,,,"3RT2027-2AF04","https://static.siemens.com/mimes/10001000PNG/G_NSA0_XX_92882P.png","Shop All;Relay & Switch/Contactor & Relay"
