3RA1444-8XC21-1AB0,... and everything else you need>Ordering Data Overview,"Contactor assembly Star-delta (wye-delta) (pre-assembled) with lateral timing relay AC-3, 55 kW/400 V, 3-pole Size S3, S3, S2 Electrically interlocked Screw terminal 24 V AC, 50/60 Hz !!! Phased-out product !!! Successor is SIRIUS 3RA2"
1FK2103-4AG10-1DA0,... and everything else you need>Ordering Data Overview,"SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm; Frequency converter at max. 240 V mains; with holding brake; Degree of protection IP64; Shaft D14x30 mm with feather key; Absolute encoder 20-bit + 12-bit multi-turn (encoder AM20DQC) with OCC interface; Connector size M12, rotatable;"
1FK7105-3BC71-1BA2,... and everything else you need>Ordering Data Overview,"SIMOTICS S synchronous motor 1FK7-HI PN=7.7kW; UDC=600V M0=48Nm (100K); NN=2000rpm; naturally cooled design IMB 5 (IM V1, IM V3) Flange 1 Power connector rotatable Absolute encoder single-turn 24-bit with Drive-CLiQ interface (encoder AS24DQI) shaft with feather key, tolerance N without holding brake, degree of protection IP65 DE Flange, IP67"
3NJ4141-3BF11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuse Switch Disconnectors>3NJ4, 3NJ5 In-Line Fuse Switch Disconnectors up to 2000 A>1-pole, Switchable","In-line fuse switch disconnector 1-pole selectable, Sz. 3 I=630 A, U=690 V Screw terminal M12, new design Current transformer installation possible"
3KD3840-0PE10-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Basic Devices","Switch disconnector 250 A, Size 3, 4-pole Front operating mechanism left Basic unit without handle flat terminal"
1FK2104-5AK00-0MB0,... and everything else you need>Ordering Data Overview,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm; PN = 1.07 kW at nN=6000 rpm (380-480 V); PN = 0.75 kW At nN=3000 rpm (200-240 V); Degree of protection IP64; Cylindrical shaft D19x40 mm; Absolute encoder 22-bit + 12-bit Multi-turn (encoder AM22DQC); With DRIVE-CLiQ plug M17; Power connector size M17; Only for 8 kHz / 62.5 &#181;s;
1FK2104-5AK11-0SB0,... and everything else you need>Ordering Data Overview,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm; PN = 1.07 kW at nN=6000 rpm (380-480 V); PN = 0.75 kW At nN=3000 rpm (200-240 V); With holding brake; Degree of protection IP65; Cylindrical shaft D19x40 mm; Absolute encoder single-turn 22-bit (encoder AS22DQC); With DRIVE-CLiQ plug M17; Power connector size M17; Only for 8 kHz / 62.5 &#181;s;
3NC5838,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Fuse Systems>SITOR Semiconductor Fuses>LV HRC Design","SITOR fuse link, with internal thread and bolt terminal, In: 800 A, aR, Un AC: 1000 V, Un DC: 440 V, front indicator"
3LD2504-1TD51,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3LD Main Control and EMERGENCY-STOP Switches up to 250 A>Basic Devices","SENTRON, Switch disconnector 3LD, main switch, 4-pole, Iu: 63 A, Operating power / at AC-23 A at 400 V: 22 kW, front-mounted, 1 NC, 1 NO, rotary operating mechanism, black, 4-hole mounting of the handle"
1FK2203-4AG00-0SA0,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS S210 servo drive system>SIMOTICS S-1FK2 servomotors for SINAMICS S210,"SIMOTICS S-1FK2 CT Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm (200-240 V); Degree of protection IP64; Cylindrical shaft D14 x 30 mm; Absolute encoder single-turn 22-bit (encoder AS22DQC); With OCC interface; Connector size M12, rotatable;"
1FL6022-2AF21-1AG1,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS V90 basic servo drive system>SIMOTICS S-1FL6 servomotors for SINAMICS V90,SIMOTICS S-1FL6 Operating voltage 230 V 3AC Pn=0.05 kW; Nn=3000 rpm M0=0.16 Nm; MN=0.16 Nm Shaft height 20 mm Incremental encoder TTL 2500 incr./rev. plain shaft Tolerance N without holding brake Degree of protection IP65 with sealing ring compatible with the converters SINAMICS V90
3KL5040-1AB01,... and everything else you need>Ordering Data Overview,"Switch disconnector with fuse in new design Iu=63 A, Ue = 690 V, 4-pole for LV HRC fuse Sz. 00 basic version without 8UC6 handle and shaft 4th pole selectable, without fuse"
3KF1406-4LB11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Switch Disconnectors with Fuse>3KF Switch Disconnectors with Fuses","Switch disconnector with fuse 63 A, Size 1, 4-pole for LV HRC fuse Sz. 000 Side operating mechanism left basic device without handle Box terminal"
3KC9625-1,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors and Transfer Switching Equipment>3KC Transfer Switching Equipment>Accessories and Spare Parts","Accessory for 3KC3, 3KC4 Intersystem connection, DPS for power supply of the control circuit for 40-3200 A contains 1 unit"
1FW6232-8RA15-0AA0,... and everything else you need>Ordering Data Overview,SIMOTICS T Rotor for motor 1FW6232-2.C15-....; Inner diameter 286 mm
3NC3343-1U,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Fuse Systems>SITOR Semiconductor Fuses>LV HRC Design","SITOR fuse link, with slotted blade contacts, NH3, In: 1250 A, aR, Un AC: 800 V, Un DC: 440 V, front indicator"
3RA1436-8XC21-1BB4,... and everything else you need>Ordering Data Overview,"Contactor assembly Star-delta (wye-delta) (pre-assembled) with lateral timing relay AC-3, 45 kW/400 V, 3-pole Size S2, S2, S2 Electrically interlocked Screw terminal 24 V DC !!! Phased-out product !!! Successor is SIRIUS 3RA2 Preferred successor type is &gt;&gt;3RA2436-8XF32-1NB3&lt;&lt;"
1FK2103-4AG01-0CA0,... and everything else you need>Ordering Data Overview,"SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm; Converter at max. 240 V supply system; Degree of protection IP65; Cylindrical shaft D14 x 30 mm; Absolute encoder single-turn 20 bit (encoder AS20DQC); With OCC interface; Connector size M12, rotatable;"
1FK7101-3BC71-1BA1,... and everything else you need>Ordering Data Overview,"SIMOTICS S synchronous motor 1FK7-HI PN=4.3kW; UDC=600V M0=27Nm (100K); NN=2000rpm; naturally cooled design IMB 5 (IM V1, IM V3) Flange 1 Power connector rotatable Absolute encoder single-turn 24-bit with Drive-CLiQ interface (encoder AS24DQI) shaft with feather key, tolerance N without holding brake, degree of protection IP65"
3KD3834-0PE40-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Basic Devices","Switch disconnector 250 A, Size 3, 3-pole Side operating mechanism right Basic unit without handle flat terminal"
3KL5730-1GB01-ZA01,... and everything else you need>Ordering Data Overview,"Switch disconnector with fuse in new design Iu=400 A, Ue = 690 V, 3-pole for LV HRC fuse Sz. 1 and 2 with door-coupling rotary operating mechanism 8UC7 handle black with tin-coated contacts"
1FK2104-4AF01-1MA0,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS S210 servo drive system>SIMOTICS S-1FK2 servomotors for SINAMICS S210,"SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm (380-480 V); PN = 0.2 kW at nN=1500 rpm (200-240 V); Degree of protection IP65; Shaft D19x40 mm with feather key; Absolute encoder 22-bit + 12-bit Multi-turn (encoder AM22DQC); With OCC interface; Connector size M17, rotatable;"
1FK2204-5AF11-1MA0,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS S210 servo drive system>SIMOTICS S-1FK2 servomotors for SINAMICS S210,"SIMOTICS S-1FK2 CT Servo motor M0=2.4 Nm; PN = 0.75 kW at nN=3000 rpm (380-480 V); PN = 0.375 kW at nN=1500 rpm (200-240 V); With holding brake; Degree of protection IP65; Shaft D19x40 mm with feather key; Absolute encoder 22-bit + 12-bit Multi-turn (encoder AM22DQC); With OCC interface; Connector size M17, rotatable;"
3NJ4133-3BF11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuse Switch Disconnectors>3NJ4, 3NJ5 In-Line Fuse Switch Disconnectors up to 2000 A>3-pole, Switchable","In-line fuse switch disconnector 3-pole selectable, Sz. 2 I=400 A, U=690 V Screw terminal M12, new design Current transformer installation possible"
3NA7140-6,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Fuse Systems>3NA, 3ND LV HRC Fuse Systems>LV HRC Fuse Links","LV HRC fuse element, NH1, In: 200 A, gG, Un AC: 690 V, Un DC: 440 V, Combined indicator, live grip lugs"
3KL5030-1AG01,... and everything else you need>Ordering Data Overview,"Switch disconnector with fuse in new design Iu=63 A, Ue = 690 V, 3-pole for BS88 fuse form A2/A3 basic version without 8UC6 handle and shaft"
1FK2203-4AG00-0MA0,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS S210 servo drive system>SIMOTICS S-1FK2 servomotors for SINAMICS S210,"SIMOTICS S-1FK2 CT Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm (200-240 V); Degree of protection IP64; Cylindrical shaft D14 x 30 mm; Absolute encoder 22-bit + 12-bit Multi-turn (encoder AM22DQC); With OCC interface; Connector size M12, rotatable;"
3KD9518-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Accessories and Spare Parts",Accessory for 3KD size 5 Connecting jumper for series connection of 2 poles flat terminal contains 1 unit
1FW6232-8RA10-0AA0,... and everything else you need>Ordering Data Overview,SIMOTICS T Rotor For motor 1FW6232-2.C10-....; Inner diameter 286 mm
3KF1406-2LB11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Switch Disconnectors with Fuse>3KF Switch Disconnectors with Fuses","Switch disconnector with fuse 63 A, Size 1, 4-pole for LV HRC fuse Sz. 000 Front operating mechanism left Complete unit with direct operating mechanism gray Box terminal"
1FL6022-2AF21-1AB1,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS V90 basic servo drive system>SIMOTICS S-1FL6 servomotors for SINAMICS V90,SIMOTICS S-1FL6 Operating voltage 230 V 3AC Pn=0.05 kW; Nn=3000 rpm M0=0.16 Nm; MN=0.16 Nm Shaft height 20 mm Incremental encoder TTL 2500 incr./rev. with feather key Tolerance N with holding brake Degree of protection IP65 with sealing ring compatible with the converters SINAMICS V90
3RA1436-8XC21-1AL2,... and everything else you need>Ordering Data Overview,"Contactor assembly Star-delta (wye-delta) (pre-assembled) with lateral timing relay AC-3, 45 kW/400 V, 3-pole Size S2, S2, S2 Electrically interlocked Screw terminal 230 V AC, 50/60 Hz !!! Phased-out product !!! Successor is SIRIUS 3RA2 Preferred successor type is &gt;&gt;3RA2436-8XF32-1AL2&lt;&lt;"
1FK2103-4AG00-2DA0,... and everything else you need>Ordering Data Overview,"SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm; Frequency converter at max. 240 V mains; Degree of protection IP64; Cylindrical shaft D11x23 mm; Absolute encoder 20-bit + 12-bit multi-turn (encoder AM20DQC) with OCC interface; Connector size M12, rotatable;"
1FK7103-3BC71-1CB1,... and everything else you need>Ordering Data Overview,"SIMOTICS S synchronous motor 1FK7-HI PN=5.2kW; UDC=600V M0=36Nm (100K); NN=2000rpm; naturally cooled design IMB 5 (IM V1, IM V3) Flange 1 Power connector rotatable Absolute encoder 24-bit + 12-bit multiturn with DRIVE-CLiQ interface (encoder AM24DQI) shaft with feather key, tolerance N with holding brake, degree of protection IP65"
3KD3832-0PE10-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Basic Devices","Switch disconnector 250 A, Size 3, 3-pole Front operating mechanism left Complete unit with direct operating mechanism gray flat terminal"
3LD2230-8VQ11-0AF6,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3LD Main Control and EMERGENCY-STOP Switches up to 250 A>Basic Devices","SENTRON, Switch disconnector 3LD, DC switch, 2-pole, Iu: 32 A, operating current / at DC- 21 A at 800 V: 32 A, installation in distribution boards, knob-operated mechanism, black, handle direct at the switch"
3NC3338-1U,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Fuse Systems>SITOR Semiconductor Fuses>LV HRC Design","SITOR fuse link, with slotted blade contacts, NH3, In: 800 A, aR, Un AC: 1000 V, Un DC: 440 V, front indicator"
1FK2104-4AF01-1MB0,... and everything else you need>Ordering Data Overview,SIMOTICS S-1FK2 HD Servo motor M0=1.27 Nm; PN = 0.4 kW at nN=3000 rpm (380-480 V); PN = 0.2 kW at nN=1500 rpm (200-240 V); Degree of protection IP65; Shaft D19x40 mm with feather key; Absolute encoder 22-bit + 12-bit Multi-turn (encoder AM22DQC); With DRIVE-CLiQ plug M17; Power connector size M17;
3KL5030-1AB01,... and everything else you need>Ordering Data Overview,"Switch disconnector with fuse in new design Iu=63 A, Ue = 690 V, 3-pole for LV HRC fuse Sz. 00 basic version without 8UC6 handle and shaft"
1FK2104-5AK00-1SB0,... and everything else you need>Ordering Data Overview,SIMOTICS S-1FK2 HD Servo motor M0=2.4 Nm; PN = 1.07 kW at nN=6000 rpm (380-480 V); PN = 0.75 kW At nN=3000 rpm (200-240 V); Degree of protection IP64; Shaft D19x40 mm with feather key; Absolute encoder single-turn 22-bit (encoder AS22DQC); With DRIVE-CLiQ plug M17; Power connector size M17; Only for 8 kHz / 62.5 &#181;s;
3NJ4131-3BF11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuse Switch Disconnectors>3NJ4, 3NJ5 In-Line Fuse Switch Disconnectors up to 2000 A>1-pole, Switchable","In-line fuse switch disconnector 1-pole selectable, Sz. 2 I=400 A, U=690 V Screw terminal M12, new design Current transformer installation possible"
3KD9418-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Accessories and Spare Parts",Accessory for 3KD size 4 Connecting jumper for series connection of 2 poles flat terminal contains 1 unit
3KF1406-0MB11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Switch Disconnectors with Fuse>3KF Switch Disconnectors with Fuses","Switch disconnector with fuse 63 A, Size 1, 4-pole for LV HRC fuse Sz. 000 Front operating mechanism center Basic unit without handle Box terminal"
3RA1436-8XC21-1AG2,... and everything else you need>Ordering Data Overview,"Contactor assembly Star-delta (wye-delta) (pre-assembled) with lateral timing relay AC-3, 45 kW/400 V, 3-pole Size S2, S2, S2 Electrically interlocked Screw terminal 110 V AC, 50/60 Hz !!! Phased-out product !!! Successor is SIRIUS 3RA2 Preferred successor type is &gt;&gt;3RA2436-8XF32-1AG2&lt;&lt;"
1FW6232-8RA05-0AA0,... and everything else you need>Ordering Data Overview,SIMOTICS T Rotor For motor 1FW6232-2.C05-....; Inner diameter 286 mm
3NA6252-6,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Fuse Systems>3NA, 3ND LV HRC Fuse Systems>LV HRC Fuse Links","LV HRC fuse element, NH2, In: 315 A, gG, Un AC: 690 V, Un DC: 440 V, Combined indicator, Insulated grip lugs"
1FK2103-2AG11-1CA0,... and everything else you need>Ordering Data Overview,"SIMOTICS S-1FK2 HD Servo motor M0=0.64 Nm; PN = 0.2 kW at nN=3000 rpm; Converter at max. 240 V supply system; With holding brake; Degree of protection IP65; Shaft D14x30 mm with feather key; Absolute encoder single-turn 20 bit (encoder AS20DQC); With OCC interface; Connector size M12, rotatable;"
1FK2203-2AG11-1SA0,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS S210 servo drive system>SIMOTICS S-1FK2 servomotors for SINAMICS S210,"SIMOTICS S-1FK2 CT Servo motor M0=0.64 Nm; PN = 0.2 kW at nN=3000 rpm (200-240 V); With holding brake; Degree of protection IP65; Shaft D14x30 mm with feather key; Absolute encoder single-turn 22-bit (encoder AS22DQC); With OCC interface; Connector size M12, rotatable;"
3KD3830-0PE20-0,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3KD Switch Disconnectors>Basic Devices","Switch disconnector 250 A, Size 3, 3-pole Front operating mechanism center Basic unit without handle flat terminal"
1FL6022-2AF21-1AA1,Drive technology>Converters>Low-voltage converters>Servo drives>SINAMICS V90 basic servo drive system>SIMOTICS S-1FL6 servomotors for SINAMICS V90,SIMOTICS S-1FL6 Operating voltage 230 V 3AC Pn=0.05 kW; Nn=3000 rpm M0=0.16 Nm; MN=0.16 Nm Shaft height 20 mm Incremental encoder TTL 2500 incr./rev. with feather key Tolerance N without holding brake Degree of protection IP65 with sealing ring compatible with the converters SINAMICS V90
3LD2330-0TK11,"Energy>Low-voltage - Power distribution>Low-voltage components>SENTRON Protection, Switching, Measuring and Monitoring Devices>Switch Disconnectors>Fuseless Switch Disconnectors>3LD Main Control and EMERGENCY-STOP Switches up to 250 A>Basic Devices","SENTRON, switch disconnector 3LD, main switch, 3-pole, Iu: 160 A, operating performance / at AC-23 A at 400 V: 75 kW, installation in distribution boards, knob-operated mechanism, black, handle direct at the switch"
