6AV7675-1GB00-0AA0,... and everything else you need>Ordering Data Overview,"Mounting pack for INOX pro devices with supporting foot Consisting of: Flange with tube 50 cm long, inside diameter 40 mm, seal, screws, Product information"
6ES7923-0BB00-0DB0,... and everything else you need>Ordering Data Overview,"Connecting cable shielded for SIMATIC S7-300/1500 between front connector module and Connection module 16x0.14mm2 with IDC connectors, L = 1.0 m"
6GK1704-1CW12-0AA0,... and everything else you need>Ordering Data Overview,"SOFTNET-IE S7 V12 software for S7-, S5-comp. communication, OPC; PG/OP communication, Configuration software up to 64 conn.; Single License for 1 installation; Runtime software, Software and electr. manual; on DVD; License key on USB stick; Class A; 2 languages (de, en); for 32/64 bit: Windows 7 SP1 Prof./ Ultimate, Windows 8.1 Prof.; 64 bit: Windows Server 2008 R2 SP1, 2012 R2 CP 1612 (no WIN 8.1, Server 2012, R2)"
6ED1052-1HB08-0BA0,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! basic modules with display,"LOGO! 24RCE, logic module,Display PS/I/O: 24 V AC/24 V DC/relay, 8 DI/4 DO, memory 400 blocks, modular expandable, Ethernet, integr. web server, data log, user-defined Web pages, standard microSD card for LOGO! Soft Comfort V8 or higher, older projects executable"
6AV6371-1DH07-3FX0,Automation technology>Industry software>Automation software>TIA Portal>Visualization>SIMATIC WinCC (TIA Portal)>SIMATIC WinCC (TIA Portal) options>WinCC WebNavigator,"WinCC/Web Navigator V7.3, Diagnostics server, Option for WinCC V7.3, runtime software, single license, License key on USB flash drive ******************************* Content: 1x USB"
6GT2831-6AA50,Automation technology>Identification and Locating>RFID>SIMATIC RF1000>Readers>RF1060R,"SIMATIC RF1000 Access control reader RF1060R; ISO 14443 A/B Mifare, ISO15693 USB port; IP 65 front, -25 to +55 &#176;C; 90 x 62 x 25 mm LxWxH; with integrated antenna, incl. 1.8 m connecting cable"
6AV6371-1DH07-2BC0,... and everything else you need>Ordering Data Overview,"WinCC/Web Navigator V7.2, Power Pack from 10 to 25 clients, runtime software, single license"
6AV6372-2DF27-0CX0,Automation technology>Industry software>Automation software>Software for energy management>SIMATIC Energy Manager,SIMATIC Energy Manager Basic/PRO 60 web clients; Runtime software; Single License; license key on USB stick; without software and documentation ******************************* Content: 1x USB
6GK5798-8MW00-0AA0,... and everything else you need>Ordering Data Overview,Mounting kit for SCALANCE W1780 Wall mounting can only be used in connection with SCALANCE W1788/W1788EEC/ W1748 Rugged mounting kit for fastening of SCALANCE W1780 on wall or ceiling; scope of delivery: 1 mounting plate Fixing and retaining screws
6AV2107-0LH00-0BH0,Automation technology>Industry software>Automation software>TIA Portal>Visualization>SIMATIC WinCC (TIA Portal)>SIMATIC WinCC (TIA Portal) options>WinCC DataMonitor,"SIMATIC WinCC DataMonitor for RT Professional up to V13 25 clients Option for WinCC (TIA Portal) License key download, single license for 1 installation R-SW, without SW and docu., Class A ******************************* E-mail address required for delivery"
6ES7151-1BA02-0AB0,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>Interface modules>IM 151-1,"SIMATIC DP, Interface module IM151-1 High Feature f. ET200S; Transmission rate to 12 Mbit/s; data volume 244 bytes each for I/O max. 63 modules can be connected; isochronous mode Bus connection via 9-pin D-sub incl. termination module"
6FX2001-2EC04,Drive technology>Motors>Motion Control Encoder measuring systems>Incremental encoders>Incremental encoders with RS422 (TTL),"INCREM. ENCODER 6FX2001-2EC04 WITH RS 422(TTL), 2048 P/R, SYNCHRO-FLANGE SHAFT 6MM OPERATING VOLTAGE: 5 V RADIAL FLANGE CONNECTOR"
6GK5792-4DN00-0AA6,Automation technology>Industrial communication>Industrial wireless communication>Industrial Wireless LAN>Accessories>IWLAN antennas,"ANT792-4DN IWLAN antenna for RCoax systems, 4 dBi Helix antenna, circular polarizing clockwise; incl. N-female connector IP65 (-40-+70&#176;C), 2.4 GHz"
6ES7505-0KA00-0AB0,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>Controllers>Advanced Controllers>S7-1500>Power supplies>System power supplies,"SIMATIC S7-1500, System power supply PS 25W 24 V DC, supplies the backplane bus of the S7-1500 with operating voltage"
6GF3440-1GE10,Automation technology>Identification and Locating>Optical identification>Stationary optical reading devices>SIMATIC MV440,"SIMATIC MV440 HR optical Reader; Resolution: 1024x 768 Pixels; for 1D/2D code reading, text recognition and object detection; field of image and distance: variable; PoE; IP67 (with 6GF3440-8AC1X); Delivery: Reader, CD-ROM and plastic protective tube; (without: cable, luminaire, lens, licenses)"
6AV2104-4KK05-0AE0,Automation technology>Industry software>Automation software>TIA Portal>Visualization>SIMATIC WinCC (TIA Portal)>SIMATIC WinCC (TIA Portal) Runtime>WinCC Runtime Advanced,"SIMATIC WinCC Runtime Advanced 8192 PowerTags V15.1, Upgrade WinCC flexible 2008 Runtime 8000 PowerTags-&gt; WinCC Runtime Advanced 8192 PowerTags V15.1; R-SW in TIA Portal; Single License; SW and documentation on DVD; License key on USB flash drive; Class A; 6 languages: de,en,fr,es,it,zh; Executable in Windows 7 (32-bit, 64-bit), Windows 8.1/10 (64-bit), WinSrv 2008 R2/2012 R2/2016 (64-bit) ******************************* Content: Set (1x DVD + 1x USB)"
6GK1704-0HB12-0AA0,... and everything else you need>Ordering Data Overview,"SOFTNET-IE S7 REDCONNECT VM V12; incl. S7 OPC Server, SOFTNET-IE S7 V12 software for Failure-safe S7 communication Single License for 1 installation; Runtime software, software and electr. manual on CD-ROM, License key on USB stick Class A; 2 languages (de, en); for 32/64 bit Windows 7 Prof./Ultimate, Windows 8.1 Prof.; 64 bit: Windows Server 2008 R2 SP1, 2012 R2 as gues OS in VM VSPHERE V5.1"
6AV7863-4MA20-0AA0,Automation technology>PC-based Automation>Industrial PC>Industrial monitors and Thin Clients>Flat Panels>SIMATIC Industrial Flat Panel,"SIMATIC IFP2200 Flat Panel 22&quot; display (16: 9), Multitouch, 1920x 1080 pixels, for 24 V DC, display port interface, Ethernet interface incl. DP/USB cable 1.8 m"
6ES7833-1FC02-0YE5,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>Software for SIMATIC Controllers>STEP 7 V5.x>Options for programming and design>S7 Distributed Safety,"SIMATIC S7, F-programming tool S7 Distributed Safety V5.4, upgrade from V5.X to V5.4, floating license for 1 user, E-SW, SW and documentation on DVD, Class A, 3 languages (de,en,fr), executable in Windows 7 SP1, Windows 10 Professional, Windows 10 Enterprise, Windows Server 2008 R2 SP1, Windows Server 2012 R2, Windows Server 2016; 64-bit operating system required; STEP 7 V5.5 SP1 or higher; Ref,-HW S7-300F/400F/WinAC F"
6GK7243-7SX30-0XE0,Automation technology>Industrial communication>Industrial remote communication>Telecontrol>Substations (RTUs)>Modular RTUs based on S7-1200>CP 1243-7 LTE,Communications processor CP 1243-7 LTE US for Connection of SIMATIC S7-1200 to LTE network in American frequency band
6GK5798-8MS00-0AA0,... and everything else you need>Ordering Data Overview,Mounting kit for SCALANCE W1780 standard rail mounting can only be used in connection with SCALANCE W1788/W1788EEC/ W1748; for S7-300 / S7-1500 standard rail scope of delivery: 1 mounting adapter mounting screws
6ED1052-1FB08-0BA0,... and everything else you need>Ordering Data Overview,"LOGO! 230RCE,logic module, display PS/I/O: 115V/230V/relay, 8 DI/4 DO, memory 400 blocks, modular expandable, Ethernet, integr. web server, data log, user-defined Web pages, standard microSD card for LOGO! Soft Comfort V8 or higher, older projects executable"
6ES7292-0AA50-0AA0,... and everything else you need>Ordering Data Overview,"SIMATIC S7-1200, EMS400S, IR-DU infrared display unit 3x 7-7-segment display"
6AV6372-2DF27-0CH0,Automation technology>Industry software>Automation software>Software for energy management>SIMATIC Energy Manager,SIMATIC Energy Manager Basic/PRO 60 web clients; Runtime software; Single License; License key for download; without software and documentation ******************************* e-mail address required for delivery
6AV6372-1DE04-0AX4,... and everything else you need>Ordering Data Overview,"SIMATIC powerrate V4.0 SP3 Engineering+AS-RT (unlimited), Upgrade V3.X-&gt; V4.0 SP3, Power Management for WinCC V7.4/V7.3 Second Edition/ V7.2, PCS 7 V8.1 SP1/V8.1/ V8.0 SP2/V7.1 SP4; ES/R-SW, Single license, SW and documentation on DVD, License key on USB stick, Class A, 2 languages (de, en)"
6FX2001-2EC00,Drive technology>Motors>Motion Control Encoder measuring systems>Incremental encoders>Incremental encoders with RS422 (TTL),"INCREM. ENCODER 6FX2001-2EC00 WITH RS 422(TTL), 2000 P/R, SYNCHRO-FLANGE SHAFT 6MM OPERATING VOLTAGE: 5 V RADIAL FLANGE CONNECTOR"
6GK1901-1PH00,Automation technology>Industrial communication>Industrial wireless communication>Industrial Wireless LAN>Accessories>IWLAN RCoax cable,"RCoax N-Connect stripping tool, Stripping tool for fast stripping of the RCoax cable in the field"
6AV2107-0LF00-0BH0,Automation technology>Industry software>Automation software>TIA Portal>Visualization>SIMATIC WinCC (TIA Portal)>SIMATIC WinCC (TIA Portal) options>WinCC DataMonitor,"SIMATIC WinCC DataMonitor for RT Professional up to V13 10 clients Option for WinCC (TIA Portal) License key download, single license for 1 installation R-SW, without SW and docu., Class A ******************************* E-mail address required for delivery"
6GF3440-1CD10,Automation technology>Identification and Locating>Optical identification>Stationary optical reading devices>SIMATIC MV440,"SIMATIC MV440 SR optical Reader; Resolution: 640x 480 Pixels; for 1D/2D code reading, text recognition and object detection; field of image and distance: variable; PoE; IP67 (with 6GF3440-8AC1X); Delivery: Reader, CD-ROM and plastic protective tube; (without: cable, luminaire, lens, licenses)"
6ES7138-4FR00-0AA0,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>I/O systems>SIMATIC ET 200 systems for the control cabinet>SIMATIC ET 200S>I/O modules>Fail-safe I/O modules>F-electronic modules relay,"SIMATIC DP, Electronics module 1F-RO 24 V DC/AC 24..230V/5A, f. ET200S, 30 mm overall width, 1 relay output (2 NO) Output current 5 A, load voltage 24 V DC and 24...230 V AC, Can be used up to Category 4 (EN 954-1)/ SIL3 (IEC61508)/PLE (ISO13849), if control takes place F-DO (e.g. 6ES7138-4FB02-0AB0) F-DQ"
6AV6381-2BT07-3AX0,Automation technology>SIMATIC HMI operator control and monitoring systems>HMI Software>SIMATIC WinCC V7>SIMATIC WinCC V7 basic software,"WinCC system software V7.3, RC 102400 (102400 PowerTags), Runtime/configuration software on DVD, floating license, license key on USB flash drive, Class A, 5 languages (de,en,fr,es,it), Executable in Windows 7 Prof/Ent/Ult +SP1 (32-bit)/ 7 Prof/Ent/Ult +SP1 (64-bit)/ 8.1 Std/Prof/Ent/Ult (64-bit)/ Server 2008 R2+SP1 (64-bit)/ Server 2012 (64-bit) ******************************* Content: Set (1x DVD + 1x USB)"
6AV2104-4FF05-0AK0,Automation technology>Industry software>Automation software>TIA Portal>Visualization>SIMATIC WinCC (TIA Portal)>SIMATIC WinCC (TIA Portal) Runtime>WinCC Runtime Advanced,"SIMATIC WinCC Runtime Advanced 2048 PowerTags V15.1, Upgrade WinCC flexible 2008 Runtime 2048 PowerTags-&gt; WinCC Runtime Advanced 2048 PowerTags V15.1; R-SW in TIA Portal; Single License; Software, documentation and License key for download; Class A; 6 languages: de, en, fr, es, it, zh; executable under Windows 7 (32 bit, 64 bit), Windows 8.1/10 (64 bit), WinSrv 2008 R2/2012 R2/2016 (64 bit) ******************************* E-mail address required for delivery"
6AV7674-1KA00-0AA0,Automation technology>PC-based Automation>Industrial PC>Devices for special requirements>System components for fully-enclosed IP65 devices>Fixing elements,Basic adapter suitable for all fully enclosed HMI devices incl. 4 screws for Fastening Color: silver
6GK6000-8FG50-2EA0,Automation technology>Industrial communication>Rugged Communication>RUGGEDCOM Ethernet Switches Layer 2>RUGGEDCOM Rack Switches>RUGGEDCOM RSG2488 managed,"Media Module for RUGGEDCOM RSG 2488, 2 x SFP-slot, Supporting 100BASE-FX, 1000BASE-X SFPs, SFPs are not included"
6ES7833-1FC02-0YA5,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>Software for SIMATIC Controllers>STEP 7 V5.x>Options for programming and design>S7 Distributed Safety,"SIMATIC S7, F-programming tool S7 Distributed Safety V5.4, floating license for 1 user, E-SW, SW and documentation on DVD, Class A, 3 languages (de,en,fr), executable in Windows 7 SP1, Windows 10 Professional, Windows 10 Enterprise, Windows Server 2008 R2 SP1, Windows Server 2012 R2, Windows Server 2016; 64-bit operating system required; STEP 7 V5.5 SP1 or higher; Ref,-HW S7-300F/400F/WinAC F"
6ES7290-3AA30-0XA0,... and everything else you need>Ordering Data Overview,"SIMATIC S7-1200, RJ45 strain-relief assembly, Single Port 4 units per packing unit"
6GK5324-4QG10-3HR2,Automation technology>Industrial communication>Industrial Ethernet>Layer 2 switches>SCALANCE X-300 managed>SCALANCE XR-300 managed,"SCALANCE XR324-4M PoE; Managed IE switch, 19&quot; rack; 8x 10/100/1000 Mbit/s for RJ45 ports electrical with PoE, 8x 10/100/1000 Mbit/s for RJ45 ports electrical without PoE 4x 10/100/1000 Mbit/s 2-port media modules, electrical or optical; LED diagnostics; error signaling Contact; Select/set pushbutton, PROFINET IO device; C-plug in scope of delivery; Power supply 230 V AC; Ports at the back"
6ED1052-1CC08-0BA0,Automation technology>Automation systems>SIMATIC Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! basic modules with display,"LOGO! 24CE, logic module, Display PS/I/O: 24 V/24 V/24 V trans., 8 DI (4AI)/4DO, memory 400 blocks, modular expandable, Ethernet integr. web server, data log, user-defined Web pages, standard microSD card for LOGO! Soft Comfort V8 or higher, older projects executable"
6GK6108-4AM00-2DA2,Automation technology>Industrial communication>Rugged Communication>RUGGEDCOM Cellular Routers>RUGGEDCOM RM1224,"RUGGEDCOM RM1224-NAM 4G ROUTER For wireless IP-communication from Ethernet based devices via LTE(4G)- mobile radio, optimized for use in North America, VPN, firewall, NAT 4-port switch 2x SMA antenna Connectors, MIMO technology 1xdig. input, 1xdig. output Please note national approvals!"
6AV6372-1DE04-0AX0,... and everything else you need>Ordering Data Overview,"SIMATIC powerrate V4.0 SP3 Engineering+AS-RT (unlimited), Power Management for WinCC V7.4/V7.3 Second Edition/ V7.2, PCS 7 V8.1 SP1/V8.1/ V8.0 SP2/V7.1 SP4; ES/R-SW, single license SW and documentation on DVD, License key on USB stick, Class A, 2 languages (de, en)"
